id	filing_type	contract_number	url	committee	agency	callsign	dc_slug	thumbnail_url	gross_amount	market_id	upload_date
14805	Non-Candidate Issue Ads		/collect/files/28010/Political File/2012/Non-Candidate Issue Ads/American Future Fund/K5-AMERICAN FUTURE FUND-FRM-09-13-12 (13480860122050)_.pdf			KSTP-TV	436984-collect-files-28010-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436984/pages/collect-files-28010-political-file-2012-non-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
31995	Federal	332908	/collect/files/73910/Political File/2012/Federal/US Senate/BOB CASEY JR/101612 Casey contract 3 (13504005176149)_.pdf	POL/R CASEY/D/US SENATE	SHORR AND ASSOCIATES	WPXI	470302-101612-casey-contract-3-13504005176149-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/470302/pages/101612-casey-contract-3-13504005176149-_-pdf-p1-thumbnail.gif	32900	23	2012-10-16 00:00:00 UTC
4236	Non-Candidate Issue Ads		/collect/files/53921/Political File/2012/Non-Candidate Issue Ads/AMERICANS FOR PROSPERITY/AMERICANS FOR PROSPERITY 082112 (13455660045081)_.pdf			WXII-TV	418431-collect-files-53921-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/418431/pages/collect-files-53921-political-file-2012-non-p1-thumbnail.gif		46	2012-08-21 00:00:00 UTC
14975	Non-Candidate Issue Ads		/collect/files/68883/Political File/2012/Non-Candidate Issue Ads/SEIU-HOUSE MAJORITY PAC/SEIUHouse Majority Pac-Inquiry Form (13481631032003)_.pdf			KMSP-TV	438712-collect-files-68883-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/438712/pages/collect-files-68883-political-file-2012-non-p1-thumbnail.gif		15	2012-09-20 00:00:00 UTC
12507	Federal		/collect/files/59440/Political File/2012/Federal/US Senate/WILFORD R CARDON/Cardon_0709-0716REV (13440391878575)_.pdf			KNXV-TV	432468-collect-files-59440-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/432468/pages/collect-files-59440-political-file-2012-federal-p1-thumbnail.gif		13	2012-08-03 00:00:00 UTC
6803	Federal		/collect/files/35587/Political File/2012/Federal/US House/AZ-09/Kyrsten Sinema/Sinema 8-13-12-8-19-12 Rev 2 (13463391591990)_.pdf			KSAZ-TV	421337-collect-files-35587-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/421337/pages/collect-files-35587-political-file-2012-federal-p1-thumbnail.gif		13	2012-08-30 00:00:00 UTC
15154	Federal	1141-53617-1	/collect/files/9629/Political File/2012/Federal/US House/MN-06/JAMES JOSEPH GRAVES/WCCO JIM GRAVES DFL HOUSEMNCD6 ORD53617 FED CONTRACT (13482354048811)_.pdf	GRAVES FOR CONGRESS	MEDIA STRATEGIES & RESEARCH	WCCO-TV	438891-collect-files-9629-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/438891/pages/collect-files-9629-political-file-2012-federal-p1-thumbnail.gif	63240	15	2012-09-21 00:00:00 UTC
14806	Non-Candidate Issue Ads		/collect/files/28010/Political File/2012/Non-Candidate Issue Ads/American Action Network/K5-AMERICAN ACTION NETWORK-FRM-09-19-12 (13480884884246)_.pdf			KSTP-TV	436985-collect-files-28010-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436985/pages/collect-files-28010-political-file-2012-non-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
54472	State		/collect/files/50782/Political File/2012/State/North Carolina/Governor/PAT MCCRORY/MCCRORY110212-110612 (13523001132854)_.pdf			WNCN	509501-mccrory110212-110612-13523001132854-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/509501/pages/mccrory110212-110612-13523001132854-_-pdf-p1-thumbnail.gif		24	2012-11-07 00:00:00 UTC
54473	Federal	402264	/collect/files/1328/Political File/2012/Federal/US House/NY-18/SEAN PATRICK MALONEY/SEAN P MALONEY-402264-REV5 (13523172123788)_.pdf	SEAN PATRICK MALONEY FOR CONGRESS	LUC MEDIA	WABC-TV	509502-sean-p-maloney-402264-rev5-13523172123788-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/509502/pages/sean-p-maloney-402264-rev5-13523172123788-_-pdf-p1-thumbnail.gif	77800	1	2012-11-07 00:00:00 UTC
54476	Non-Candidate Issue Ads		/collect/files/1328/Political File/2012/Non-Candidate Issue Ads/PATRIOT PROSPERITY PAC/PATRIOT PROSPERITY PAC-402986-REV2 (13523172102231)_.pdf			WABC-TV	509505-patriot-prosperity-pac-402986-rev2	https://s3.amazonaws.com/s3.documentcloud.org/documents/509505/pages/patriot-prosperity-pac-402986-rev2-p1-thumbnail.gif		1	2012-11-07 00:00:00 UTC
14862	Non-Candidate Issue Ads	702119	/collect/files/23079/Political File/2012/Non-Candidate Issue Ads/House Majority Pac/House Maj Pac702119 (13481685032594)_.pdf	HOUSE MAJORITY PAC	WATERFRONT STRATEGIES/ POL	KARE	438598-collect-files-23079-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/438598/pages/collect-files-23079-political-file-2012-non-p1-thumbnail.gif	79075	15	
14808	Non-Candidate Issue Ads		/collect/files/28010/Political File/2012/Non-Candidate Issue Ads/DCCC/K5-DCCC-FRM-08-30-12 (13480866207595)_.pdf			KSTP-TV	436987-collect-files-28010-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436987/pages/collect-files-28010-political-file-2012-non-p1-thumbnail.gif		15	2012-09-19 00:00:00 UTC
14807	Non-Candidate Issue Ads	163712	/collect/files/28010/Political File/2012/Non-Candidate Issue Ads/American Action Network/K5-American Action Network-ORD-163712 (13480890282898)_.pdf	AMERICAN ACTION NETWORK	AMERICAN MEDIA & ADVOCACY GROUP	KSTP-TV	436986-collect-files-28010-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/436986/pages/collect-files-28010-political-file-2012-non-p1-thumbnail.gif	26700	15	2012-09-19 00:00:00 UTC
20512	Federal		/collect/files/35042/Political File/2012/Federal/US House/NV-03/JOHN OCEGUERA/OCEQ 1030-1106-35842 NAB (13493061064474)_.pdf			KLAS-TV	455479-oceq-1030-1106-35842-nab-13493061064474-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/455479/pages/oceq-1030-1106-35842-nab-13493061064474-_-pdf-p1-thumbnail.gif		40	2012-10-03 00:00:00 UTC
22401	Federal	35841	/collect/files/35042/Political File/2012/Federal/US House/NV-03/JOHN OCEGUERA/OCEQ 1009-1015-35841 ORD (13494793138174)_.pdf	OCEGUERA FOR CONGRESS	GMMB	KLAS-TV	457385-oceq-1009-1015-35841-ord-13494793138174-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/457385/pages/oceq-1009-1015-35841-ord-13494793138174-_-pdf-p1-thumbnail.gif	16560	40	2012-10-05 00:00:00 UTC
18785	Federal	63226	/collect/files/11289/Political File/2012/Federal/US Senate/JOSH MANDEL /order 63226/mandel order 63226 version 2 (13492995051733)_.pdf	CITIZENS FOR JOSH MANDEL	STRATEGIC MEDIA PLACEMENT	WKRC-TV	452859-mandel-order-63226-version-2-13492995051733-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/452859/pages/mandel-order-63226-version-2-13492995051733-_-pdf-p1-thumbnail.gif	47365	35	2012-10-03 00:00:00 UTC
20367	Non-Candidate Issue Ads	9776178	/collect/files/11289/Political File/2012/Non-Candidate Issue Ads/American Crossroads /order 45131/american crossroads version 2-3 order 45131 (13493838294514)_.pdf	AMERICAN CROSSROADS	CROSSROADS MEDIA LLC	WKRC-TV	455334-american-crossroads-version-2-3-order-45131	https://s3.amazonaws.com/s3.documentcloud.org/documents/455334/pages/american-crossroads-version-2-3-order-45131-p1-thumbnail.gif	7500	35	2012-10-04 00:00:00 UTC
31972	Federal		/collect/files/25454/Political File/2012/Federal/US Senate/TOM SMITH/KDKA TOM SMITH R SENATE PA ORD56819 FED INVOICE (13504059221129)_.pdf			KDKA-TV	470278-kdka-tom-smith-r-senate-pa-ord56819-fed-invoice	https://s3.amazonaws.com/s3.documentcloud.org/documents/470278/pages/kdka-tom-smith-r-senate-pa-ord56819-fed-invoice-p1-thumbnail.gif		23	2012-10-16 00:00:00 UTC
30838	State	721460	/collect/files/72064/Political File/2012/State/North Carolina/NC Court of Appeals/Bryant/Judges Oct 15-25721460 (13500762137599)_.pdf	EARLY VOTE-JUDGES CAMPAIGN 2012	MEDIA PARTNERS INC/ POL	WFMY-TV	468321-judges-oct-15-25721460-13500762137599-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/468321/pages/judges-oct-15-25721460-13500762137599-_-pdf-p1-thumbnail.gif	3490	46	2012-10-12 00:00:00 UTC
26905	Federal		/collect/files/21656/Political File/2012/Federal/US Senate/CANTWELL/CANTWELL192083 2 (13498260090358)_.pdf			KOMO-TV	464236-cantwell192083-2-13498260090358-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/464236/pages/cantwell192083-2-13498260090358-_-pdf-p1-thumbnail.gif		12	2012-10-09 00:00:00 UTC
16211	Federal	333970	/collect/files/47904/Political File/2012/Federal/US Senate/MD-03/GEORGE ALLEN /George Allen for SenateNRSC/Allen Senate C02C08_333970--1 (13487538048802)_.pdf	GEORGE ALLEN FOR US SENATE	SMART MEDIA GROUP	WRC-TV	442496-collect-files-47904-political-file-2012-federal	https://s3.amazonaws.com/s3.documentcloud.org/documents/442496/pages/collect-files-47904-political-file-2012-federal-p1-thumbnail.gif	80800	8	2012-09-27 00:00:00 UTC
55273	Federal	338617	/collect/files/47904/Political File/2012/Federal/US Senate/MD-03/GEORGE ALLEN /George Allen for SenateNRSC/Allen NRSC C02C08 Final_338617--1 (13524180183685)_.pdf	GEORGE ALLEN FOR US SENATE	SMART MEDIA GROUP	WRC-TV	511331-allen-nrsc-c02c08-final_338617-1-13524180183685	https://s3.amazonaws.com/s3.documentcloud.org/documents/511331/pages/allen-nrsc-c02c08-final_338617-1-13524180183685-p1-thumbnail.gif	139900	8	2012-11-08 00:00:00 UTC
55269	Federal	327366	/collect/files/47904/Political File/2012/Federal/US Senate/Kaine for Senate 2012/kaine for senate/Kaine 11507 Final_327366--1 (13524180809750)_.pdf	KAINE FOR SENATE 2012	MEDIA STRATEGIES & RESEARCH VA	WRC-TV	511327-kaine-11507-final_327366-1-13524180809750-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511327/pages/kaine-11507-final_327366-1-13524180809750-_-pdf-p1-thumbnail.gif	132090	8	2012-11-08 00:00:00 UTC
54873	Federal		/collect/files/47904/Political File/2012/Federal/US Senate/Kaine for Senate 2012/kaine for senate/Kaine for Senate Est 11103 October 2012 Invoice (13523898171101)_.pdf			WRC-TV	510824-kaine-for-senate-est-11103-october-2012-invoice	https://s3.amazonaws.com/s3.documentcloud.org/documents/510824/pages/kaine-for-senate-est-11103-october-2012-invoice-p1-thumbnail.gif		8	2012-11-08 00:00:00 UTC
55270	Federal	327648	/collect/files/47904/Political File/2012/Federal/US Senate/Kaine for Senate 2012/kaine for senate/Kaine 11519 Final_327648--1 (13524180842039)_.pdf	KAINE FOR SENATE 2012	MEDIA STRATEGIES & RESEARCH VA	WRC-TV	511328-kaine-11519-final_327648-1-13524180842039-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511328/pages/kaine-11519-final_327648-1-13524180842039-_-pdf-p1-thumbnail.gif	136740	8	2012-11-08 00:00:00 UTC
55274	Federal	340444	/collect/files/47904/Political File/2012/Federal/US Senate/MD-03/GEORGE ALLEN /George Allen for SenateNRSC/Allen NRSC C09C12 Final_340444--1 (13524180194521)_.pdf	GEORGE ALLEN FOR US SENATE	SMART MEDIA GROUP	WRC-TV	511332-allen-nrsc-c09c12-final_340444-1-13524180194521	https://s3.amazonaws.com/s3.documentcloud.org/documents/511332/pages/allen-nrsc-c09c12-final_340444-1-13524180194521-p1-thumbnail.gif	96400	8	2012-11-08 00:00:00 UTC
39358	Federal	37424	/collect/files/35042/Political File/2012/Federal/US Senate/SHELLEY BERKLEY/BERK 1030-1105-37424 ORD (13509480041433)_.pdf	"BERKLEY, SHELLEY D-USS"	SHORR JOHNSON MAGNUS	KLAS-TV	480063-berk-1030-1105-37424-ord-13509480041433-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480063/pages/berk-1030-1105-37424-ord-13509480041433-_-pdf-p1-thumbnail.gif	73485	40	2012-10-22 00:00:00 UTC
54475	Federal	398903	/collect/files/1328/Political File/2012/Federal/US Senate/Linda McMahon/LINDA MCMAHON-398903-REV9 (13523172134793)_.pdf	LINDA MCMAHON	MENTZER MEDIA SERVICES INC	WABC-TV	509504-linda-mcmahon-398903-rev9-13523172134793-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/509504/pages/linda-mcmahon-398903-rev9-13523172134793-_-pdf-p1-thumbnail.gif	0	1	2012-11-07 00:00:00 UTC
55272	Federal	337307	/collect/files/47904/Political File/2012/Federal/US Senate/MD-03/GEORGE ALLEN /George Allen for SenateNRSC/Allen NRSC 925C01 Final_337307--1 (13524180205067)_.pdf	GEORGE ALLEN FOR US SENATE	SMART MEDIA GROUP	WRC-TV	511330-allen-nrsc-925c01-final_337307-1-13524180205067	https://s3.amazonaws.com/s3.documentcloud.org/documents/511330/pages/allen-nrsc-925c01-final_337307-1-13524180205067-p1-thumbnail.gif	86620	8	2012-11-08 00:00:00 UTC
55276	Federal	333970	/collect/files/47904/Political File/2012/Federal/US Senate/MD-03/GEORGE ALLEN /Allen C02C08 Final_333970--1 (13524180724089)_.pdf	GEORGE ALLEN FOR US SENATE	SMART MEDIA GROUP	WRC-TV	511334-allen-c02c08-final_333970-1-13524180724089-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511334/pages/allen-c02c08-final_333970-1-13524180724089-_-pdf-p1-thumbnail.gif	0	8	2012-11-08 00:00:00 UTC
39361	Non-Candidate Issue Ads	37580	/collect/files/35042/Political File/2012/Non-Candidate Issue Ads/Crossroads GPS/CROS 1023-1029-37580 ORD (13509435064776)_.pdf	CROSSROADS GPS	CROSS ROADS MEDIA	KLAS-TV	480066-cros-1023-1029-37580-ord-13509435064776-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480066/pages/cros-1023-1029-37580-ord-13509435064776-_-pdf-p1-thumbnail.gif	269900	40	2012-10-22 00:00:00 UTC
55275	Federal	333974	/collect/files/47904/Political File/2012/Federal/US Senate/MD-03/GEORGE ALLEN /Allen 925C01 Final_333974--1 (13524180713220)_.pdf	GEORGE ALLEN FOR US SENATE	SMART MEDIA GROUP	WRC-TV	511333-allen-925c01-final_333974-1-13524180713220-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511333/pages/allen-925c01-final_333974-1-13524180713220-_-pdf-p1-thumbnail.gif	0	8	2012-11-08 00:00:00 UTC
21170	Federal	311598	/collect/files/59438/Political File/2012/Federal/President/BARACK OBAMA/Obama_DEM_Pres_1016_102212_311598 (13480824489068)_.pdf	OBAMA FOR AMERICA	GMMB INC	WCPO-TV	456137-obama_dem_pres_1016_102212_311598-13480824489068	https://s3.amazonaws.com/s3.documentcloud.org/documents/456137/pages/obama_dem_pres_1016_102212_311598-13480824489068-p1-thumbnail.gif	43740	35	
31858	Federal	1392823	/collect/files/56549/Political File/2012/Federal/US Senate/Nat Republican Sen Comm - Josh Mandel/National Rep. Sen. Comm. - Josh Mandel 1392823 (13503300105378)_.pdf	NATIONAL REPUBLICAN SENATORIAL COMMITTEE	STRATEGIC MEDIA RESOURCE	WSYX	469671-national-rep-sen-comm-josh-mandel-1392823	https://s3.amazonaws.com/s3.documentcloud.org/documents/469671/pages/national-rep-sen-comm-josh-mandel-1392823-p1-thumbnail.gif	48950	32	2012-10-15 00:00:00 UTC
3945	Non-Candidate Issue Ads	1310220	/collect/files/56537/Political File/2012/Non-Candidate Issue Ads/Republican Governors Association of NC 5.31.12-8.16.12 (13457313069018)_.pdf	REPUBLICAN GOVERNORS ASSOCIATION OF NC	TARGET ENTERPRISES	WLOS	418140-collect-files-56537-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/418140/pages/collect-files-56537-political-file-2012-non-p1-thumbnail.gif	328480	37	
39369	Federal		/collect/files/41232/Political File/2012/Federal/US House/TN-04/RICHARD ERIC STEWART/Eric Stewart for Congress 3 (13509441106372)_.pdf			WSMV-TV	480074-eric-stewart-for-congress-3-13509441106372-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480074/pages/eric-stewart-for-congress-3-13509441106372-_-pdf-p1-thumbnail.gif		29	2012-10-22 00:00:00 UTC
39370	State		/collect/files/41232/Political File/2012/State/Tennessee/Senate/Mark Green/Mark Green For State Senate 1 (13509345166239)_.pdf			WSMV-TV	480075-mark-green-for-state-senate-1-13509345166239-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/480075/pages/mark-green-for-state-senate-1-13509345166239-_-pdf-p1-thumbnail.gif		29	2012-10-22 00:00:00 UTC
39371	State		/collect/files/41232/Political File/2012/State/Tennessee/Senate/Mark Green/Mark Green For State Senate 1a (13509417116502)_.pdf			WSMV-TV	480076-mark-green-for-state-senate-1a-13509417116502-_	https://s3.amazonaws.com/s3.documentcloud.org/documents/480076/pages/mark-green-for-state-senate-1a-13509417116502-_-p1-thumbnail.gif		29	2012-10-22 00:00:00 UTC
25411	Federal	1390875	/collect/files/56549/Political File/2012/Federal/President/MITT ROMNEY/Romney for President 1390875 (13498956308254)_.pdf	ROMNEY FOR PRESIDENT	AMERICAN RAMBLER PRODUCTION	WSYX	462566-romney-for-president-1390875-13498956308254-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/462566/pages/romney-for-president-1390875-13498956308254-_-pdf-p1-thumbnail.gif	217300	32	2012-10-10 00:00:00 UTC
39372	State		/collect/files/41232/Political File/2012/State/Tennessee/Senate/Phillip North/Phillip North For State Senate 1 (13509222120234)_.pdf			WSMV-TV	480077-phillip-north-for-state-senate-1-13509222120234	https://s3.amazonaws.com/s3.documentcloud.org/documents/480077/pages/phillip-north-for-state-senate-1-13509222120234-p1-thumbnail.gif		29	2012-10-22 00:00:00 UTC
39373	State		/collect/files/41232/Political File/2012/State/Tennessee/Senate/Steve Dickerson/Steve Dickerson For State Senate 1 (13509225364127)_.pdf			WSMV-TV	480078-steve-dickerson-for-state-senate-1	https://s3.amazonaws.com/s3.documentcloud.org/documents/480078/pages/steve-dickerson-for-state-senate-1-p1-thumbnail.gif		29	2012-10-22 00:00:00 UTC
39374	Federal		/collect/files/25455/Political File/2012/Federal/US Senate/MD-03/ROB SOBHANI/WJZ ROB SOBHANI I SENATEMD ORD71724 FED ORDER (13509327164541)_.pdf			WJZ-TV	480079-wjz-rob-sobhani-i-senatemd-ord71724-fed-order	https://s3.amazonaws.com/s3.documentcloud.org/documents/480079/pages/wjz-rob-sobhani-i-senatemd-ord71724-fed-order-p1-thumbnail.gif		27	2012-10-22 00:00:00 UTC
39375	Federal		/collect/files/25455/Political File/2012/Federal/US Senate/MD-03/ROB SOBHANI/WJZ ROB SOBHANI I SENATEMD ORD71741 FED ORDER (13509327144236)_.pdf			WJZ-TV	480080-wjz-rob-sobhani-i-senatemd-ord71741-fed-order	https://s3.amazonaws.com/s3.documentcloud.org/documents/480080/pages/wjz-rob-sobhani-i-senatemd-ord71741-fed-order-p1-thumbnail.gif		27	2012-10-22 00:00:00 UTC
55278	Federal	340547	/collect/files/47904/Political File/2012/Federal/US Senate/MD-03/GEORGE ALLEN /Allen C09C15 Final_340547--1 (13524180734725)_.pdf	GEORGE ALLEN FOR US SENATE	SMART MEDIA GROUP	WRC-TV	511336-allen-c09c15-final_340547-1-13524180734725-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511336/pages/allen-c09c15-final_340547-1-13524180734725-_-pdf-p1-thumbnail.gif	19200	8	2012-11-08 00:00:00 UTC
55277	Federal	322398	/collect/files/47904/Political File/2012/Federal/US Senate/MD-03/GEORGE ALLEN /Allen C09C15 Final_322398--1 (13524180745299)_.pdf	GEORGE ALLEN FOR US SENATE	SMART MEDIA GROUP	WRC-TV	511335-allen-c09c15-final_322398-1-13524180745299-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511335/pages/allen-c09c15-final_322398-1-13524180745299-_-pdf-p1-thumbnail.gif	0	8	2012-11-08 00:00:00 UTC
55281	Federal	341003	/collect/files/47904/Political File/2012/Federal/US Senate/Sobhani for Senate/Sobhani1 Final_341003--1 (13524180777525)_.pdf	SOBHANI FOR SENATE	SRH MEDIA	WRC-TV	511339-sobhani1-final_341003-1-13524180777525-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511339/pages/sobhani1-final_341003-1-13524180777525-_-pdf-p1-thumbnail.gif	157920	8	2012-11-08 00:00:00 UTC
55279	Federal	322380	/collect/files/47904/Political File/2012/Federal/US Senate/MD-03/GEORGE ALLEN /Allen C16C22 Final_322380--1 (13524180702547)_.pdf	GEORGE ALLEN FOR US SENATE	SMART MEDIA GROUP	WRC-TV	511337-allen-c16c22-final_322380-1-13524180702547-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511337/pages/allen-c16c22-final_322380-1-13524180702547-_-pdf-p1-thumbnail.gif	105370	8	2012-11-08 00:00:00 UTC
55282	Federal	337700	/collect/files/47904/Political File/2012/Federal/US Senate/Sobhani for Senate/Sobhani2 Final_337700--1 (13524180799150)_.pdf	SOBHANI FOR SENATE	SRH MEDIA	WRC-TV	511340-sobhani2-final_337700-1-13524180799150-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511340/pages/sobhani2-final_337700-1-13524180799150-_-pdf-p1-thumbnail.gif	35500	8	2012-11-08 00:00:00 UTC
55280	Federal	322393	/collect/files/47904/Political File/2012/Federal/US Senate/MD-03/GEORGE ALLEN /Allen C23C29 Final_322393--1 (13524180691981)_.pdf	GEORGE ALLEN FOR US SENATE	SMART MEDIA GROUP	WRC-TV	511338-allen-c23c29-final_322393-1-13524180691981-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511338/pages/allen-c23c29-final_322393-1-13524180691981-_-pdf-p1-thumbnail.gif	59210	8	2012-11-08 00:00:00 UTC
3941	Non-Candidate Issue Ads	1356317	/collect/files/56537/Political File/2012/Non-Candidate Issue Ads/Republican Governors Association of NC 10.15.12-10.21.12 (13457313111013)_.pdf	REPUBLICAN GOVERNORS ASSOCIATION OF NC	TARGET ENTERPRISES	WLOS	418136-collect-files-56537-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/418136/pages/collect-files-56537-political-file-2012-non-p1-thumbnail.gif	63350	37	
32065	Non-Candidate Issue Ads		/collect/files/68883/Political File/2012/Non-Candidate Issue Ads/Our Vote Our Future/Our Vote Our Future-NAB Form 10-16 (13504174704021)_.pdf			KMSP-TV	470372-our-vote-our-future-nab-form-10-16	https://s3.amazonaws.com/s3.documentcloud.org/documents/470372/pages/our-vote-our-future-nab-form-10-16-p1-thumbnail.gif		15	2012-10-16 00:00:00 UTC
55285	Non-Candidate Issue Ads	322538	/collect/files/47904/Political File/2012/Non-Candidate Issue Ads/AMERICAN CROSSROADS/AC Est 693 Final_322538--1 (13524177904395)_.pdf	AMERICAN CROSSROADS	CROSSROADS MEDIA LLC	WRC-TV	511343-ac-est-693-final_322538-1-13524177904395-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/511343/pages/ac-est-693-final_322538-1-13524177904395-_-pdf-p1-thumbnail.gif	225700	8	2012-11-08 00:00:00 UTC
3947	Non-Candidate Issue Ads	1356015	/collect/files/56537/Political File/2012/Non-Candidate Issue Ads/Republican Governors Association of NC 9.24.12-9.30.12 (13457313090207)_.pdf	REPUBLICAN GOVERNORS ASSOCIATION OF NC	TARGET ENTERPRISES	WLOS	418142-collect-files-56537-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/418142/pages/collect-files-56537-political-file-2012-non-p1-thumbnail.gif	63350	37	
3955	State	1355139	/collect/files/56537/Political File/2012/State/North Carolina/Coleman Linda/Linda Coleman for Lieutenant Governor NC 10.25.12-10.29.12 (13451508072439)_.pdf	LINDA COLEMAN FOR LIEUTENANT GOVERNOR NORTH CARO	BUYING TIME MEDIA	WLOS	418150-collect-files-56537-political-file-2012-state	https://s3.amazonaws.com/s3.documentcloud.org/documents/418150/pages/collect-files-56537-political-file-2012-state-p1-thumbnail.gif	30900	37	
719	Non-Candidate Issue Ads	707583	/collect/files/23079/Political File/2012/Non-Candidate Issue Ads/Democratic Congressional Campaign/ISS_DCCC 707583 (13452294033708)_.pdf	DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE	GREAT AMERICAN MEDIA/POL	KARE	414763-collect-files-23079-political-file-2012-non	https://s3.amazonaws.com/s3.documentcloud.org/documents/414763/pages/collect-files-23079-political-file-2012-non-p1-thumbnail.gif	12850	15	
3964	State	1357070	/collect/files/56537/Political File/2012/State/North Carolina/Dalton/Dalton for Governor 9.18.12-9.24.12 (13457316075652)_.pdf	DALTON FOR GOVERNOR	BUYING TIME MEDIA	WLOS	418159-collect-files-56537-political-file-2012-state	https://s3.amazonaws.com/s3.documentcloud.org/documents/418159/pages/collect-files-56537-political-file-2012-state-p1-thumbnail.gif	40500	37	
26942	State		/collect/files/21656/Political File/2012/State/Washington/GOVENOR/McKenna/MCKENNA194228 (13455042168828)_.pdf			KOMO-TV	464273-mckenna194228-13455042168828-_-pdf	https://s3.amazonaws.com/s3.documentcloud.org/documents/464273/pages/mckenna194228-13455042168828-_-pdf-p1-thumbnail.gif		12	2012-08-20 00:00:00 UTC
